machineID,volt,rotate,pressure,vibration,age,errorID_error1,errorID_error2,errorID_error3,errorID_error4,errorID_error5,comp_comp1,comp_comp2,comp_comp3,comp_comp4,failure_flag,total_error_count,total_maintenance_count,voltage_std_24h,rolling_voltage_mean,pressure_std_24h,rolling_pressure_mean,vibration_std_24h,rolling_vibration_mean,health_index,volt_vibration_ratio,error_maintenance_ratio,production_load,current,energy_consumption,machine_stress_index,model_encoded,age_category_encoded
75,165.049225098636,461.989651425499,90.0564448814988,42.0324199165376,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.021549322534268,168.5007399718753,8.20706309003837,99.57889188288628,4.428056322029192,41.00246567574556,189.7819353305429,3.926711480311006,0.0,66.47132414599965,16.504922509863597,2724.124670566021,3785.2903074496808,2,2
74,180.547911027801,482.650479876966,109.620345987496,69.0415482336745,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2354796459676,172.360317955317,10.258925199851346,100.29390136875476,4.79817740535303,60.73407268319576,210.4650712814844,2.615061357924858,0.0,69.44401546253626,18.0547911027801,3259.7548176502746,7568.358404887792,3,0
68,190.408027541576,375.990356217658,93.166345823112,43.6860267658391,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04680580225226,173.96746003926137,10.678565184220036,96.36732956002658,4.871466817948318,39.76693840117995,175.81268908704627,4.358555768338046,0.0,54.09769843717842,19.0408027541576,3625.521695227356,4070.0674773038927,2,1
13,181.727986770699,520.042453977191,103.565544102244,46.8262383388968,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.343739373143206,172.6712690345398,9.35311811459759,100.81691682375076,3.783152029642377,40.00362056299231,213.0405557972577,3.880899991292798,0.0,74.82399318109711,18.1727986770699,3302.506117573135,4849.584851829206,0,2
41,173.134126237585,374.56005619702,92.7607119683802,45.4650779012368,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82512381956298,177.37266732339015,9.148413670447155,96.64013824650186,5.539048148338465,41.03080526324329,171.4799930760555,3.808067557543976,0.0,53.89190608662575,17.313412623758502,2997.5425668052026,4217.372995816595,3,1
59,147.562657109851,328.359846749062,103.407422786618,32.6173896249316,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37513581170853,166.29676851291433,7.854871573836076,99.53566749959056,4.654043254210016,39.5308481352945,152.98682906761564,4.5240472510585805,0.0,47.24459464068198,14.7562657109851,2177.4737773319457,3372.880199141149,2,2
38,182.266909664877,474.280822288824,99.61291494532,36.9394043241058,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.655684774107506,168.97496198721035,11.643965871400267,102.23885109580344,5.586215685809405,40.35208201227798,198.27501280578173,4.934212222902891,0.0,68.23978454347609,18.226690966487705,3322.122635878444,3679.641741067937,3,2
54,171.76899131641,456.3892145221,97.9282763724224,36.9427876152956,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.744349667303654,175.70994051477282,10.853010257524916,101.8613741872188,5.900859815571115,41.192005643067205,190.75731745655705,4.649593490594,0.0,65.66553021616508,17.176899131641,2950.4586377856936,3617.743515558371,1,1
17,183.113691267116,518.749906105462,88.586289067384,39.218398192742,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85069669713753,169.27416084846956,12.753865769937317,102.06322599384082,4.362590107897554,40.79242728353787,207.417071158176,4.669075051878422,0.0,74.63802068519634,18.3113691267116,3353.0623929468675,3474.212359062013,0,2
86,153.578613917106,467.599194242055,100.5022916539,38.8648715495164,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.130622691688403,167.3657752970224,8.396137047322641,103.0465853366934,3.441434398406989,40.314123847149936,190.13624284064437,3.9516038077058537,0.0,67.27842823960786,15.3578613917106,2358.6390652699506,3906.0086555608577,2,0
4,186.822540956322,463.961566858497,92.1073508688159,40.8386916254985,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.85824120348383,169.52263172426788,7.391859847763509,100.87253258647164,5.093574005610089,39.83552879864629,195.93253757728337,4.574644479874341,0.0,66.75504441880416,18.6822540956322,3490.266180937661,3761.543698573164,2,1
81,182.075066981563,423.102190380449,108.728631844127,36.1249523545665,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.259934655070378,169.66188269422946,10.409207148948225,100.58343568408436,5.461967989946334,39.3064262537824,187.5077103901764,5.040145514741198,0.0,60.87617494652174,18.2075066981563,3315.1330016340653,3927.8166449462897,3,0
37,176.774134058563,444.419833360686,97.3080701543584,44.2336844741998,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.682912801986792,176.49926410167453,9.84607420191876,102.2885766234096,5.230063520537814,41.70547486606166,190.6839305119518,3.9963682925393016,0.0,63.94336909729059,17.6774134058563,3124.90944721548,4304.294472001188,0,2
76,158.890615010967,472.964746469142,98.7368552789202,38.4657250895794,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.550973616918572,166.41613159145052,10.778817085755524,100.82026964954656,4.00105037675819,39.56872325653722,192.26448546215212,4.130705279411426,0.0,68.05042683353419,15.8890615010967,2524.622753856333,3797.9847313685314,1,1
87,164.805616902213,449.962395596851,116.692043650296,29.5309333562312,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.077208200439205,169.13215574594184,9.83469870945738,101.16625202386516,5.406961949411413,41.37064602257336,190.2477473763978,5.580777251649771,0.0,64.74083598829716,16.4805616902213,2716.0891362519,3446.024964239313,1,2
35,159.114362449295,448.281833899146,101.467233805792,38.1017345613201,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.308688153854582,175.67572015780777,8.99619324210746,98.14208798558566,5.490034400841801,40.11422666826442,186.74129117888828,4.176038768860567,0.0,64.4990358505434,15.9114362449295,2531.7380337645614,3866.077609139693,0,2
55,168.382464224478,470.929149046336,82.3379463520421,43.9205186535862,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.565957890893792,166.68781232595794,11.271182897407842,101.2682205831734,5.101316819245953,40.50325784542535,191.3925195691106,3.833798667419483,0.0,67.75754396114819,16.838246422447803,2835.265425830762,3616.325308652845,2,2
1,167.254238034208,382.541315010965,104.485227039213,39.2735674729836,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.818603376933222,171.88063321131162,9.44495477607165,96.78674237433306,8.332673131817167,47.31101783262185,173.38858688934238,4.258696273576366,0.0,55.040253977271966,16.7254238034208,2797.3980140403505,4103.507614054543,2,2
91,171.763820978323,528.44577694441,94.7971024029459,39.8852867990093,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.213917691460331,170.75741876327433,7.671588078262105,101.77653060256966,6.335385233365363,39.52430868168856,208.72299678117204,4.306444598967842,0.0,76.03306789334229,17.1763820978323,2950.281019707339,3781.009617056551,3,2
